p045492-2167-04-29-12-34 "['ABP', 'II', 'ICP']"
p045703-2168-02-01-13-51 "['ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p045703-2168-02-02-10-39 "['ICP', 'AVR', 'RESP', 'II', 'PAP', 'I', 'ABP', 'PLETH', 'V']"
p045703-2168-02-06-17-02 "['ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p045703-2168-02-08-15-19 "['ICP', 'AVR', 'RESP', 'II', 'PAP', 'ABP', 'PLETH', 'V']"
p045703-2168-02-10-14-36 "['AVL', 'MCL', 'ICP', 'AVR', 'RESP', 'II', 'PAP', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p046205-2185-11-22-17-48 "['ICP', 'II', 'III', 'ABP', 'PLETH']"
p046651-2145-09-05-05-39 "['ICP', 'II', 'ABP', 'PLETH']"
p047275-2131-03-07-17-29 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p047874-2177-08-06-17-46 "['ICP', 'AVR', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p047983-2117-12-09-16-46 "['MCL', 'ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'RAP', 'PLETH', 'V']"
p047995-2129-07-09-08-59 "['ICP', 'II', 'CVP', 'ABP', 'PLETH']"
p047995-2129-07-11-13-27 "['ICP', 'CVP', 'II', 'ABP']"
p048038-2145-06-23-19-29 "['ICP', 'II', 'ABP']"
p048038-2145-07-01-20-53 "['ABP', 'II', 'ICP']"
p048038-2145-07-02-11-14 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p048087-2185-12-22-00-24 "['ICP', 'II', 'III', 'I', 'ABP']"
p048149-2127-05-25-14-51 "['ICP', 'II', 'III', 'ABP', 'PLETH']"
p048149-2127-05-26-16-22 "['II', 'ICP', 'ABP', 'PLETH']"
p048149-2127-05-27-12-30 "['II', 'ICP', 'ABP', 'PLETH']"
p048149-2127-05-28-13-03 "['ABP', 'II', 'ICP', 'PLETH']"
p048267-2196-02-04-13-39 "['ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p048267-2196-02-05-15-18 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p048707-2178-05-17-04-13 "['ICP', 'ART', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p049613-2181-12-14-16-33 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'PAP', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'AOBP', 'V']"
p049649-2113-05-17-13-02 "['MCL', 'ICP', 'AVR', 'RESP', 'P1', 'II', 'III', 'CVP', 'ABP', 'PLETH']"
p049649-2113-05-18-20-32 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p049649-2113-05-21-10-24 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p049649-2113-05-22-16-53 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p049649-2113-05-26-13-54 "['ICP', 'II', 'III', 'I', 'ABP', 'V']"
p050178-2160-07-29-20-48 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p050201-2106-11-26-10-27 "['ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p050302-2174-11-17-03-46 "['ICP', 'ART', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p050302-2174-11-17-12-22 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p050302-2174-11-20-18-31 "['IC1', 'ICP', 'UAP', 'AVR', 'RESP', 'II', 'III', 'CVP', 'ABP', 'IC2', 'PLETH', 'V']"
p050302-2174-11-21-14-28 "['ICP', 'AVR', 'RESP', 'P1', 'II', 'I', 'CVP', 'ABP', 'IC2', 'PLETH', 'AOBP', 'V']"
p050817-2196-12-14-16-51 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p051078-2191-08-05-14-19 "['ICP', 'II', 'ABP']"
p051374-2130-05-18-20-00 "['ICP', 'I', 'II', 'ABP']"
p051374-2130-05-22-14-44 "['II', 'ICP', 'ABP', 'I']"
p051374-2130-05-23-22-41 "['ICP', 'I', 'II', 'ABP']"
p051858-2103-12-30-16-37 "['ICP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p051909-2184-10-25-12-18 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p052264-2133-04-16-04-35 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p052330-2112-07-15-21-56 "['IC1', 'MCL', 'ICP', 'II', 'III', 'I', 'ABP', 'PLETH']"
p052370-2183-12-02-15-14 "['ICP', 'AVR', 'RESP', 'CO2', 'II', 'ABP', 'PLETH', 'V']"
p052710-2167-06-06-18-04 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p052900-2117-11-07-19-31 "['ICP', 'II', 'CVP', 'ABP', 'PLETH']"
p052900-2117-11-08-22-31 "['ICP', 'II', 'I', 'CVP', 'ABP']"
p053294-2197-04-11-19-56 "['ABP', 'II', 'ICP', 'PLETH']"
p053404-2144-12-11-22-14 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p053567-2183-01-20-21-05 "['ABP', 'II', 'ICP']"
p053567-2183-01-21-03-08 "['ABP', 'I', 'II', 'ICP']"
p053567-2183-01-24-10-57 "['ICP', 'II', 'III', 'I', 'ABP']"
p053567-2183-01-29-14-48 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p053639-2180-04-19-15-01 "['ICP', 'UAP', 'ART', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p053639-2180-04-20-14-45 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p054610-2150-12-13-09-02 "['ICP', 'UAP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p054968-2101-12-27-21-24 "['ICP', 'II', 'ABP', 'PAP']"
p054968-2101-12-30-15-56 "['ICP', 'II', 'ABP', 'PAP']"
p054987-2151-11-08-19-04 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'PAP', 'ABP', 'PLETH', 'V']"
p054987-2151-11-09-06-57 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'PLETH L', 'I', 'CVP', 'ABP', 'PLETH', 'AOBP', 'V']"
p055263-2161-11-11-16-53 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p055332-2193-03-11-11-58 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'RAP', 'PLETH', 'V']"
p055563-2157-11-30-14-41 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p055722-2147-05-19-15-19 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'RAP', 'PLETH', 'V']"
p055730-2113-03-29-16-50 "['ICP', 'ART', 'RESP', 'II', 'PAP', 'III', 'ABP', 'PLETH', 'V']"
p055730-2113-03-30-01-40 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p055730-2113-04-03-16-49 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p055730-2113-04-06-16-27 "['ICP', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p055730-2113-04-11-17-25 "['III', 'I', 'ABP', 'ICP']"
p055730-2113-04-19-14-08 "['ICP', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p055772-2153-02-14-14-56 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p056634-2105-12-07-17-19 "['ICP', 'II', 'ABP', 'PLETH']"
p056634-2105-12-08-17-01 "['ABP', 'I', 'II', 'ICP']"
p056634-2105-12-14-15-56 "['ICP', 'II', 'ABP']"
p056634-2105-12-16-18-06 "['ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p056963-2178-07-17-13-54 "['ICP', 'ART', 'AVR', 'RESP', 'LAP', 'II', 'III', 'I', 'CVP', 'ABP', 'RAP', 'PLETH', 'V', 'UVP']"
p057001-2133-03-05-12-58 "['ICP', 'ART', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p057001-2133-03-06-10-08 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p057321-2135-04-04-05-34 "['ICP', 'II', 'III', 'ABP', 'PLETH']"
p057321-2135-04-04-18-07 "['ICP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH']"
p057585-2154-08-21-00-17 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p057886-2139-02-15-08-47 "['ICP', 'II', 'ABP', 'PLETH']"
p058242-2203-10-05-00-00 "['ICP', 'II', 'III', 'I', 'ABP', 'V']"
p058242-2203-10-19-15-21 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p058327-2174-01-29-15-27 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p058327-2174-01-31-21-08 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p058327-2174-02-01-17-16 "['IC1', 'ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p058371-2188-07-11-19-12 "['ICP', 'II', 'ABP']"
p058377-2138-08-26-17-01 "['ICP', 'II', 'III', 'I', 'ABP']"
p058802-2102-11-14-11-12 "['ICP', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p059381-2126-11-14-21-33 "['AVL', 'MCL', 'ICP', 'AVR', 'RESP', 'AVF', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p059381-2126-11-16-08-51 "['AVL', 'MCL', 'ICP', 'UAP', 'AVR', 'RESP', 'AVF', 'II', 'PAP', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p059381-2126-11-18-16-58 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH']"
p059381-2126-11-19-19-58 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH']"
p059381-2126-11-20-14-40 "['MCL', 'ICP', 'AVR', 'RESP', 'LAP', 'II', 'CVP', 'ABP', 'PLETH']"
p059513-2163-05-30-19-06 "['ICP', 'AVR', 'RESP', 'II', 'CVP', 'ABP', 'PLETH', 'V']"
p059703-2131-12-05-19-22 "['ICP', 'II', 'ABP', 'PLETH']"
p059783-2182-09-19-23-15 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'V']"
p059883-2103-04-13-19-02 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p059964-2111-03-16-08-23 "['ICP', 'AVR', 'RESP', 'II', 'I', 'ABP', 'PLETH', 'AOBP', 'V']"
p059964-2111-03-16-19-19 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p059991-2112-10-30-19-42 "['UAP', 'ICP', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p059991-2112-10-31-12-20 "['ICP', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p059991-2112-11-04-16-28 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p059991-2112-11-08-13-01 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p059991-2112-11-09-13-38 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p059991-2112-11-11-09-39 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p059991-2113-01-25-19-42 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p060274-2132-11-27-13-49 "['AVL', 'MCL', 'ICP', 'AVR', 'RESP', 'AVF', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p061213-2148-11-11-11-48 "['ICP', 'AVR', 'RESP', 'II', 'PAP', 'CVP', 'ABP', 'PLETH', 'V']"
p061823-2150-03-28-18-59 "['ICP', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p061828-2108-06-10-13-52 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p061828-2108-06-11-15-27 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p061828-2108-06-14-12-24 "['ICP', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p061828-2108-06-14-14-42 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p061877-2158-07-26-21-57 "['ICP', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p062087-2109-05-26-00-53 "['ICP', 'II', 'III', 'I', 'ABP', 'PLETH']"
p062926-2153-07-25-18-00 "['MCL', 'ICP', 'ART', 'AVR', 'RESP', 'LAP', 'II', 'PAP', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p063130-2102-05-15-13-57 "['ABP', 'II', 'ICP']"
p063130-2102-05-19-10-59 "['MCL', 'ICP', 'ART', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p063710-2127-03-03-14-03 "['UAP', 'ICP', 'AVR', 'RESP', 'II', 'FAP', 'PAP', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p063878-2111-11-04-14-28 "['ABP', 'II', 'ICP']"
p063878-2111-11-05-13-16 "['ICP', 'I', 'II', 'ABP']"
p063878-2111-11-09-22-04 "['ICP', 'II', 'ABP']"
p063878-2111-11-10-21-20 "['ICP', 'CVP', 'II', 'ABP']"
p063878-2111-11-11-21-23 "['ICP', 'CVP', 'II', 'ABP']"
p063878-2111-11-12-20-59 "['ABP', 'II', 'ICP']"
p063878-2111-11-20-12-04 "['ABP', 'II', 'ICP']"
p064025-2131-05-12-10-16 "['ICP', 'AVR', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p064026-2153-06-23-22-45 "['ABP', 'II', 'ICP']"
p064192-2179-04-08-17-29 "['ICP', 'I', 'II', 'ABP']"
p064192-2179-04-13-20-06 "['ABP', 'I', 'II', 'ICP']"
p064192-2179-04-14-13-19 "['ICP', 'II', 'ABP', 'PAP']"
p064192-2179-04-15-14-02 "['ICP', 'II', 'ABP', 'PAP']"
p064192-2179-04-16-19-35 "['ICP', 'ART', 'II', 'PAP', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'AOBP', 'V']"
p064260-2181-02-20-10-53 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V', 'BAP']"
p064361-2180-11-17-21-13 "['ICP', 'II', 'III', 'I', 'ABP']"
p064361-2180-11-29-09-02 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p064719-2108-03-20-22-26 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'I', 'ABP', 'RAP', 'PLETH', 'V']"
p064906-2133-12-17-10-43 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p065112-2194-07-30-20-09 "['ICP', 'II', 'ABP', 'PLETH']"
p065112-2194-08-02-11-48 "['ICP', 'II', 'ABP', 'PLETH']"
p065112-2194-08-05-16-26 "['ICP', 'II', 'III', 'ABP', 'PLETH']"
p065180-2114-11-09-21-08 "['MCL', 'ICP', 'AVR', 'RESP', 'AVF', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p066105-2177-10-05-20-52 "['MCL', 'ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p066105-2177-10-10-13-32 "['ABP', 'II', 'ICP']"
p066105-2177-10-14-12-47 "['ABP', 'II', 'ICP', 'PAP']"
p066105-2177-10-22-16-10 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p066507-2132-06-27-18-25 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p066727-2146-12-26-01-06 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p067343-2179-05-16-22-46 "['ICP', 'II', 'ABP', 'PAP']"
p067343-2179-05-17-03-14 "['ABP', 'II', 'ICP']"
p067735-2200-04-05-01-04 "['ICP', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p067735-2200-04-09-14-08 "['MCL', 'ICP', 'AVR', 'RESP', 'II', 'III', 'CVP', 'ABP', 'PLETH', 'V']"
p067996-2117-03-05-19-13 "['ICP', 'UAP', 'ART', 'AVR', 'RESP', 'LAP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V', 'UVP']"
p068425-2154-01-13-16-43 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p068564-2119-08-17-12-07 "['ICP', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p068949-2140-09-15-18-06 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'ABP', 'PLETH', 'V']"
p069082-2180-09-21-12-07 "['ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p069146-2149-06-17-02-47 "['ICP', 'UAP', 'AVR', 'RESP', 'II', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p069684-2111-09-24-00-38 "['ICP', 'AVR', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p070223-2170-07-27-00-19 "['ICP', 'II', 'I', 'ABP', 'PLETH']"
p070330-2141-11-09-14-56 "['ICP', 'II', 'III', 'I', 'ABP']"
p070330-2141-11-17-12-59 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
p070393-2172-09-28-09-53 "['ICP', 'II', 'ABP']"
p070393-2172-09-30-22-16 "['ICP', 'II', 'PAP', 'III', 'I', 'ABP']"
p070396-2122-01-23-22-07 "['ICP', 'RESP', 'II', 'III', 'ABP', 'PLETH', 'V']"
p070396-2122-01-24-11-18 "['ICP', 'II', 'III', 'I', 'ABP', 'V']"
p070420-2174-07-15-22-39 "['ICP', 'ART', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p070420-2174-07-16-14-13 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'ABP', 'PLETH', 'V']"
p070723-2163-11-18-16-28 "['ICP', 'AVR', 'RESP', 'II', 'III', 'I', 'CVP', 'ABP', 'PLETH', 'V']"
